
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-03-01 15:41:19 /api/dictionaries/setups ........................................................... ~ 532.82ms
  2026-03-01 15:41:20 /api/dictionaries/killzones ........................................................ ~ 545.65ms
  2026-03-01 15:41:20 /api/dictionaries/trade-tags ........................................................ ~ 22.98ms
  2026-03-01 15:41:20 /api/dictionaries/sessions ......................................................... ~ 531.07ms
  2026-03-01 15:41:20 /api/checklists ...................................................................... ~ 0.14ms
  2026-03-01 15:41:21 /api/checklists/1/items .............................................................. ~ 0.13ms
  2026-03-01 15:41:23 /api/instruments ..................................................................... ~ 2.32ms
  2026-03-01 15:41:23 /api/dictionaries/strategy-models .................................................. ~ 553.81ms
  2026-03-01 15:41:23 /api/dictionaries/setups ........................................................... ~ 545.64ms
  2026-03-01 15:41:24 /api/dictionaries/killzones ......................................................... ~ 23.71ms
  2026-03-01 15:41:24 /api/dictionaries/trade-tags ....................................................... ~ 537.46ms
  2026-03-01 15:41:24 /api/dictionaries/sessions ......................................................... ~ 527.42ms
  2026-03-01 15:41:24 /api/instruments ................................................................... ~ 530.31ms
  2026-03-01 15:41:25 /api/accounts ...................................................................... ~ 539.84ms
  2026-03-01 15:41:25 /api/instruments .................................................................... ~ 36.33ms
  2026-03-01 15:41:25 /api/fx-rates ...................................................................... ~ 547.33ms
  2026-03-01 15:41:25 /api/dictionaries/strategy-models .................................................. ~ 546.97ms
  2026-03-01 15:41:25 /api/dictionaries/setups ............................................................ ~ 20.80ms
  2026-03-01 15:41:26 /api/dictionaries/killzones ........................................................ ~ 542.11ms
  2026-03-01 15:41:26 /api/dictionaries/trade-tags ....................................................... ~ 552.54ms
  2026-03-01 15:41:26 /api/dictionaries/sessions ......................................................... ~ 542.47ms
  2026-03-01 15:41:26 /api/trades ........................................................................ ~ 551.56ms
  2026-03-01 15:41:26 /api/instruments .................................................................... ~ 39.20ms
  2026-03-01 15:41:27 /api/reports ....................................................................... ~ 508.66ms
  2026-03-01 15:41:27 /api/trades .......................................................................... ~ 0.12ms
  2026-03-01 15:41:27 /api/trade-checklist/resolve ......................................................... ~ 0.17ms
  2026-03-01 15:41:28 /api/trade-checklist/resolve ....................................................... ~ 508.93ms
  2026-03-01 15:41:49 /api/auth/me ......................................................................... ~ 0.20ms
  2026-03-01 15:41:49 /api/user/preferences ................................................................ ~ 0.17ms
  2026-03-01 15:42:17 /api/auth/me ....................................................................... ~ 501.18ms
  2026-03-01 15:42:36 /sanctum/csrf-cookie ............................................................... ~ 513.87ms
  2026-03-01 15:42:36 /api/auth/login .................................................................... ~ 511.70ms
  2026-03-01 15:42:37 /api/user/preferences ................................................................ ~ 0.12ms
  2026-03-01 15:42:37 /api/accounts ........................................................................ ~ 0.35ms
  2026-03-01 15:42:37 /api/instruments .................................................................... ~ 64.96ms
  2026-03-01 15:42:37 /api/fx-rates ...................................................................... ~ 616.71ms
  2026-03-01 15:42:37 /api/dictionaries/strategy-models .................................................. ~ 585.93ms
  2026-03-01 15:42:38 /api/dictionaries/setups ............................................................ ~ 14.60ms
  2026-03-01 15:42:38 /api/dictionaries/killzones ........................................................ ~ 532.79ms
  2026-03-01 15:42:38 /api/dictionaries/trade-tags ....................................................... ~ 531.83ms
  2026-03-01 15:42:38 /api/dictionaries/sessions .......................................................... ~ 20.49ms
  2026-03-01 15:42:38 /api/instruments ................................................................... ~ 525.36ms
  2026-03-01 15:42:39 /api/trades .......................................................................... ~ 0.15ms
  2026-03-01 15:42:39 /api/trade-checklist/resolve ......................................................... ~ 0.28ms
  2026-03-01 15:42:39 /api/trade-checklist/resolve ....................................................... ~ 509.41ms
  2026-03-01 15:42:42 /api/accounts ........................................................................ ~ 0.16ms
  2026-03-01 15:42:42 /api/dictionaries/strategy-models .................................................. ~ 543.31ms
  2026-03-01 15:42:42 /api/dictionaries/setups ........................................................... ~ 585.20ms
  2026-03-01 15:42:42 /api/dictionaries/killzones ........................................................ ~ 582.29ms
  2026-03-01 15:42:42 /api/dictionaries/trade-tags ....................................................... ~ 531.93ms
  2026-03-01 15:42:42 /api/dictionaries/sessions ......................................................... ~ 567.62ms
  2026-03-01 15:42:43 /api/checklists ...................................................................... ~ 0.09ms
  2026-03-01 15:42:43 /api/checklists/1/items ............................................................ ~ 500.20ms
  2026-03-01 15:42:43 /api/checklists/1/items .............................................................. ~ 0.09ms
  2026-03-01 15:43:24 /api/accounts ........................................................................ ~ 0.24ms
  2026-03-01 15:43:24 /api/dictionaries/strategy-models ................................................... ~ 34.88ms
  2026-03-01 15:43:24 /api/dictionaries/setups ........................................................... ~ 552.76ms
  2026-03-01 15:43:24 /api/dictionaries/killzones ........................................................ ~ 536.55ms
  2026-03-01 15:43:25 /api/dictionaries/trade-tags ........................................................ ~ 17.76ms
  2026-03-01 15:43:25 /api/dictionaries/sessions ......................................................... ~ 513.71ms
  2026-03-01 15:43:25 /api/checklists ...................................................................... ~ 0.07ms
  2026-03-01 15:43:25 /api/checklists/1/items .............................................................. ~ 0.07ms
